"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-"
"*06f81*","Edson Alvarez","WHU","M","279","W (Thu)","26","LUT Sat 7:00AM","0","0","7%","328.25","20%","+0.5%"
"*068yr*","Hamed Traore","BOU","M","835","W (Thu)","24","BRF Sat 7:00AM","0","0","72%","122.24","20%","0%"
"*067z4*","David Datro Fofana","BUR","F","458","W (Thu)","21","@TOT Sat 7:00AM","0","0","0%","1052.6","20%","-1.7%"
"*05ylw*","Rodrigo Bentancur","TOT","M","324","W (Thu)","26","BUR Sat 7:00AM MCI Tue12:00PM","0","0","15%","253.77","19%","-4.1%"
"*063hu*","Amadou Onana","EVE","M","704","W (Thu)","22","SHU Sat 7:00AM","0","0","13%","280.14","19%","-1.1%"
"*04mup*","Trevoh Chalobah","CHE","D","371","W (Thu)","24","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","1%","1152.7","19%","+9.5%"
"*062cw*","Stefan Ortega Moreno","MCI","G","711","W (Thu)","31","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","1%","1158.05","19%","+13.5%"
"*06804*","Benoit Badiashile","CHE","D","299","W (Thu)","23","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","11%","306.16","18%","+2.7%"
"*061yd*","Ivan Perisic","TOT","M","729","W (Thu)","35","BUR Sat 7:00AM MCI Tue12:00PM","0","0","55%","135","18%","0%"
"*06c4o*","Lyle Foster","BUR","F","460","W (Thu)","23","@TOT Sat 7:00AM","0","0","1%","1120.93","18%","+0.3%"
"*05oz3*","James Trafford","BUR","G","832","W (Thu)","21","@TOT Sat 7:00AM","0","0","17%","236.81","17%","-0.6%"
"*05tqz*","Rico Henry","BRF","D","526","W (Thu)","26","@BOU Sat 7:00AM","0","0","68%","131.45","17%","-0.1%"
"*06do9*","Milos Kerkez","BOU","D","575","W (Thu)","20","BRF Sat 7:00AM","0","0","39%","142.46","17%","-1.2%"
"*06dn2*","Zeki Amdouni","BUR","F","282","W (Thu)","23","@TOT Sat 7:00AM","0","0","8%","325.32","17%","0%"
"*05y7i*","Jarell Quansah","LIV","D","746","W (Thu)","21","@AVL Mon 12:00PM","0","0","0%","1106.4","16%","-2.5%"
"*06fxe*","Ryan Gravenberch","LIV","M","494","W (Thu)","21","@AVL Mon 12:00PM","0","0","0%","-","16%","+1.4%"
"*06ewr*","Thomas Kaminski","LUT","G","569","W (Thu)","31","@WHU Sat 7:00AM","0","0","1%","1124.04","15%","+1.6%"
"*068yj*","Felipe","NOT","D","892","W (Thu)","34","CHE Sat 9:30AM","0","0","35%","147.08","15%","+0.1%"
"*05opj*","Elliot Anderson","NEW","M","288","W (Thu)","21","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","16%","240.68","15%","-2.3%"
"*06f7b*","Vinicius de Souza Costa","SHU","M","895","W (Thu)","24","@EVE Sat 7:00AM","0","0","0%","1193.03","15%","-0.3%"
"*05yg5*","Toti","WOL","D","486","W (Thu)","25","CRY Sat 7:00AM","0","0","0%","1227.2","15%","-2.5%"
"*067yu*","Facundo Buonanotte","BHA","M","352","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","14%","275.59","15%","+0.2%"
"*068a3*","Danilo","NOT","M","898","W (Thu)","23","CHE Sat 9:30AM","0","0","24%","168.2","14%","+0.7%"
"*06cmu*","Bart Verbruggen","BHA","G","853","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","8%","334.13","14%","+0.1%"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","404","W (Thu)","27","SHU Sat 7:00AM","0","0","54%","135.9","14%","0%"
"*03rxa*","Idrissa Gueye","EVE","M","500","W (Thu)","34","SHU Sat 7:00AM","0","0","4%","386.42","13%","+6.5%"
"*06jgn*","Giovanni Reyna","NOT","M","756","W (Thu)","21","CHE Sat 9:30AM","0","0","0%","-","13%","-0.2%"
"*06c4q*","Anass Zaroury","BUR","F","888","W (Thu)","23","@TOT Sat 7:00AM","0","0","62%","129.36","13%","0%"
"*06329*","Manor Solomon","TOT","F","805","W (Thu)","24","BUR Sat 7:00AM MCI Tue12:00PM","0","0","17%","237.35","13%","+0.1%"
"*06fx1*","Ansu Fati","BHA","F","450","W (Thu)","21","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","12%","-0.2%"
"*06fwz*","Murillo","NOT","M","776","W (Thu)","21","CHE Sat 9:30AM","0","0","0%","-","12%","-0.6%"
"*05n3v*","Konstantinos Tsimikas","LIV","D","841","W (Thu)","27","@AVL Mon 12:00PM","0","0","9%","316.94","12%","-0.4%"
"*04rha*","Jason Steele","BHA","G","809","W (Thu)","33","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","42%","148.82","12%","-0.3%"
"*05tr5*","Mads Roerslev","BRF","D","762","W (Thu)","24","@BOU Sat 7:00AM","0","0","0%","1105.03","11%","-1.1%"
"*04spx*","Tahith Chong","LUT","M","377","W (Thu)","24","@WHU Sat 7:00AM","0","0","16%","256.38","11%","+0.4%"
"*03hff*","Josh Cullen","BUR","M","396","W (Thu)","28","@TOT Sat 7:00AM","0","0","4%","366.45","11%","-0.4%"
"*03rvw*","Harry Toffolo","NOT","D","825","W (Thu)","28","CHE Sat 9:30AM","0","0","0%","-","11%","-0.1%"
"*06clv*","Mahmoud Dahoud","BHA","M","401","W (Thu)","28","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","41%","145.02","11%","0%"
"*0620k*","Nayef Aguerd","WHU","D","269","W (Thu)","28","LUT Sat 7:00AM","0","0","14%","267.04","11%","-0.3%"
"*06c4p*","Benson Manuel","BUR","F","620","W (Thu)","27","@TOT Sat 7:00AM","0","0","18%","229.28","11%","0%"
"*05n0a*","Wes Foderingham","SHU","G","457","W (Thu)","33","@EVE Sat 7:00AM","0","0","3%","389.37","10%","+0.3%"
"*06c5x*","Tom Lockyer","LUT","D","607","W (Thu)","29","@WHU Sat 7:00AM","0","0","38%","147.54","10%","0%"
"*062ds*","Matt Turner","NOT","G","842","W (Thu)","29","CHE Sat 9:30AM","0","0","11%","292.31","10%","0%"
"*06fso*","Wataru Endo","LIV","M","445","W (Thu)","31","@AVL Mon 12:00PM","0","0","0%","1188.6","10%","-0.7%"
"*02lp5*","Adam Smith","BOU","D","802","W (Thu)","33","BRF Sat 7:00AM","0","0","0%","1188.65","10%","-2.1%"
"*06c6i*","Anel Ahmedhodzic","SHU","D","273","W (Thu)","25","@EVE Sat 7:00AM","0","0","21%","193.7","10%","0%"
"*05uhs*","James Mcatee","SHU","M","643","W (Thu)","21","@EVE Sat 7:00AM","0","0","0%","1147.8","9%","-0.4%"
"*06dwm*","Jacob Bruun Larsen","BUR","F","348","W (Thu)","25","@TOT Sat 7:00AM","0","0","0%","1139.13","8%","-0.3%"
"*02oph*","James Shea","LUT","G","797","W (Thu)","32","@WHU Sat 7:00AM","0","0","8%","335.43","8%","0%"
"*062ot*","Cheick Doucoure","CRY","M","425","W (Thu)","24","@WOL Sat 7:00AM","0","0","23%","179.62","8%","+0.1%"
"*061va*","Boubacar Kamara","AVL","M","567","W (Thu)","24","LIV Mon 12:00PM","0","0","3%","389.9","7%","-0.2%"
"*0554g*","Calvin Bassey","FUL","D","313","W (Thu)","24","MCI Sat 4:30AM","0","0","7%","343.34","7%","+0.1%"
"*0635j*","Chris Richards","CRY","D","757","W (Thu)","24","@WOL Sat 7:00AM","0","0","0%","1140.6","7%","+0.9%"
"*058vb*","Cameron Archer","SHU","F","292","W (Thu)","22","@EVE Sat 7:00AM","0","0","1%","1152.78","6%","+0.2%"
"*04f6h*","Matz Sels","NOT","G","791","W (Thu)","32","CHE Sat 9:30AM","0","0","0%","-","6%","+1.6%"
"*06fy7*","Nicolas Dominguez","NOT","M","422","W (Thu)","25","CHE Sat 9:30AM","0","0","0%","-","6%","0%"
"*061v9*","Diego Carlos","AVL","D","778","W (Thu)","31","LIV Mon 12:00PM","0","0","6%","346.01","6%","-0.2%"
"*06fvn*","Beto","EVE","F","484","W (Thu)","26","SHU Sat 7:00AM","0","0","0%","-","6%","-0.7%"
"*062h9*","Luis Sinisterra","BOU","F","800","W (Thu)","24","BRF Sat 7:00AM","0","0","0%","-","5%","-0.5%"
"*04vy4*","Mark Travers","BOU","G","836","W (Thu)","24","BRF Sat 7:00AM","0","0","0%","1160.6","5%","-0.5%"
"*04f6o*","Will Hughes","CRY","M","542","W (Thu)","29","@WOL Sat 7:00AM","0","0","0%","-","5%","-1.5%"
"*061z3*","Fabio Vieira","ARS","M","855","W (Thu)","23","@MUN Sun 8:30AM","0","0","3%","377.16","5%","0%"
"*04azm*","Connor Roberts","BUR","D","760","W (Thu)","28","@TOT Sat 7:00AM","0","0","24%","159.05","5%","0%"
"*06f8y*","Alex Scott","BOU","M","789","W (Thu)","20","BRF Sat 7:00AM","0","0","1%","1095.59","5%","-1.6%"
"*03amm*","Reece Burke","LUT","D","354","W (Thu)","27","@WHU Sat 7:00AM","0","0","0%","1205.84","5%","+1.6%"
"*04ml6*","Konstantinos Mavropanos","WHU","D","629","W (Thu)","26","LUT Sat 7:00AM","0","0","0%","-","5%","-0.5%"
"*03sbh*","Enes Unal","BOU","F","849","W (Thu)","26","BRF Sat 7:00AM","0","0","0%","-","5%","+1.3%"
"*062p3*","Keane Lewis-Potter","BRF","F","603","W (Thu)","23","@BOU Sat 7:00AM","0","0","2%","1102.45","5%","-0.4%"
"*06ime*","Radu Dragusin","TOT","D","430","W (Thu)","22","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","-","5%","-0.2%"
"*05gvx*","Armando Broja","FUL","F","343","W (Thu)","22","MCI Sat 4:30AM","0","0","1%","1141.43","5%","0%"
"*06clx*","Jordan Beyer","BUR","D","329","W (Thu)","23","@TOT Sat 7:00AM","0","0","19%","210.27","4%","0%"
"*04fyg*","Zanka","BRF","D","562","W (Thu)","34","@BOU Sat 7:00AM","0","0","0%","1211.6","4%","-0.6%"
"*06ab3*","Lewis Miley","NEW","M","652","W (Thu)","18","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1154.7","4%","-0.2%"
"*063q8*","Mikkel Damsgaard","BRF","M","403","W (Thu)","23","@BOU Sat 7:00AM","0","0","4%","377.11","4%","-0.4%"
"*06c6m*","Oliver Arblaster","SHU","M","291","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","-","4%","0%"
"*05afe*","Teden Mengi","LUT","D","646","W (Thu)","22","@WHU Sat 7:00AM","0","0","0%","1125.7","4%","+0.1%"
"*052cb*","Ian Maatsen","CHE","D","613","W (Thu)","22","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","17%","241.14","4%","0%"
"*05ye7*","Oscar Bobb","MCI","M","334","W (Thu)","20","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","-","4%","-0.7%"
"*062cl*","Issa Kabore","LUT","D","565","W (Thu)","22","@WHU Sat 7:00AM","0","0","5%","354.63","4%","-0.2%"
"*062ir*","Clement Lenglet","AVL","D","600","W (Thu)","28","LIV Mon 12:00PM","0","0","0%","-","4%","-0.1%"
"*06j20*","Valentin Barco","BHA","D","310","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","4%","-0.3%"
"*06c5y*","Amari'i Bell","LUT","D","319","W (Thu)","30","@WHU Sat 7:00AM","0","0","15%","251.29","4%","0%"
"*06c5z*","Gabriel Osho","LUT","D","712","W (Thu)","25","@WHU Sat 7:00AM","0","0","0%","1146.19","3%","-0.1%"
"*05ue3*","Albert Sambi Lokonga","LUT","M","771","W (Thu)","24","@WHU Sat 7:00AM","0","0","0%","1097.8","3%","+0.3%"
"*062h7*","Tyler Adams","BOU","M","263","W (Thu)","25","BRF Sat 7:00AM","0","0","0%","1151.6","3%","-0.2%"
"*066si*","Alfie Gilchrist","CHE","D","480","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1095.6","3%","+1.9%"
"*06ftl*","Nicolo Zaniolo","AVL","M","887","W (Thu)","24","LIV Mon 12:00PM","0","0","0%","-","3%","0%"
"*06jgv*","Lorenz Assignon","BUR","D","295","W (Thu)","23","@TOT Sat 7:00AM","0","0","0%","-","3%","+0.1%"
"*04rh9*","David Brooks","BOU","M","346","W (Thu)","26","BRF Sat 7:00AM","0","0","10%","295.92","3%","0%"
"*068se*","Jhon Duran","AVL","F","433","W (Thu)","20","LIV Mon 12:00PM","0","0","1%","1066.13","3%","0%"
"*06fxf*","Sofyan Amrabat","MUN","M","285","W (Thu)","27","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","3%","0%"
"*05unu*","Romeo Lavia","CHE","M","597","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","3%","-0.1%"
"*061y0*","Scott McKenna","NOT","D","641","W (Thu)","27","CHE Sat 9:30AM","0","0","0%","1182.8","2%","+0.1%"
"*06dqv*","Luca Koleosho","BUR","F","586","W (Thu)","19","@TOT Sat 7:00AM","0","0","0%","1155.71","2%","-0.1%"
"*06jfd*","Ivo Grbic","SHU","G","495","W (Thu)","28","@EVE Sat 7:00AM","0","0","0%","-","2%","-0.7%"
"*051k5*","Lloyd Kelly","BOU","D","573","W (Thu)","25","BRF Sat 7:00AM","0","0","0%","1232.2","2%","-0.7%"
"*06fwi*","Carlos Baleba","BHA","M","304","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","2%","-0.3%"
"*05ue7*","Frank Onyeka","BRF","M","709","W (Thu)","26","@BOU Sat 7:00AM","0","0","0%","-","2%","-0.1%"
"*06fun*","Gonzalo Montiel","NOT","D","654","W (Thu)","27","CHE Sat 9:30AM","0","0","0%","-","2%","+1.2%"
"*062og*","Aaron Hickey","BRF","D","529","W (Thu)","21","@BOU Sat 7:00AM","0","0","7%","338.51","2%","0%"
"*06c63*","Jordan Clark","LUT","M","382","W (Thu)","30","@WHU Sat 7:00AM","0","0","2%","1115.66","2%","-0.3%"
"*04ylt*","Chris Mepham","BOU","D","647","W (Thu)","26","BRF Sat 7:00AM","0","0","0%","1104.7","2%","-0.1%"
"*06eka*","Igor Julio dos Santos de Paulo","BHA","D","899","W (Thu)","26","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","2%","391.43","2%","-0.1%"
"*067ys*","Jack Hinshelwood","BHA","M","534","W (Thu)","19","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","-","2%","-0.1%"
"*05yct*","Nathan Patterson","EVE","D","722","W (Thu)","22","SHU Sat 7:00AM","0","0","3%","380.31","2%","0%"
"*04sjv*","Ryan Giles","LUT","M","481","W (Thu)","24","@WHU Sat 7:00AM","0","0","10%","305.01","2%","0%"
"*02m7x*","Romelu Lukaku","CHE","F","610","W (Thu)","30","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","7%","334.49","2%","-0.1%"
"*061y6*","Ryan Yates","NOT","M","883","W (Thu)","26","CHE Sat 9:30AM","0","0","0%","1174.53","2%","0%"
"*051kg*","Max Aarons","BOU","D","260","W (Thu)","24","BRF Sat 7:00AM","0","0","0%","1147.8","2%","-0.1%"
"*059iq*","Folarin Balogun","ARS","F","307","W (Thu)","22","@MUN Sun 8:30AM","0","0","6%","355.2","2%","-0.1%"
"*06exa*","Matheus Franca","CRY","F","461","W (Thu)","20","@WOL Sat 7:00AM","0","0","9%","312.1","2%","0%"
"*06c4i*","Vitinho","BUR","D","891","W (Thu)","24","@TOT Sat 7:00AM","0","0","3%","385.29","2%","0%"
"*06f80*","Jacob Brown","LUT","F","347","W (Thu)","26","@WHU Sat 7:00AM","0","0","0%","1115.6","1%","0%"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","320","W (Thu)","25","CRY Sat 7:00AM","0","0","0%","-","1%","-0.1%"
"*068yt*","Sasa Lukic","FUL","M","612","W (Thu)","27","MCI Sat 4:30AM","0","0","0%","1234.2","1%","-0.1%"
"*05raa*","Hugo Bueno","WOL","D","350","W (Thu)","21","CRY Sat 7:00AM","0","0","1%","1150.4","1%","-0.1%"
"*06492*","Sasa Kalajdzic","WOL","F","566","W (Thu)","26","CRY Sat 7:00AM","0","0","5%","372.73","1%","0%"
"*06dn3*","Benie Traore","SHU","F","833","W (Thu)","21","@EVE Sat 7:00AM","0","0","6%","362.9","1%","0%"
"*06eo0*","Lesley Ugochukwu","CHE","F","847","W (Thu)","20","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1129.22","1%","-0.1%"
"*052k8*","Tommy Doyle","WOL","M","428","W (Thu)","22","CRY Sat 7:00AM","0","0","0%","-","1%","-0.5%"
"*061xw*","Joe Worrall","NOT","D","879","W (Thu)","27","CHE Sat 9:30AM","0","0","0%","1220.2","1%","0%"
"*06fxu*","Ibrahim Sangare","NOT","M","775","W (Thu)","26","CHE Sat 9:30AM","0","0","0%","-","1%","0%"
"*062p0*","Stefan Bajcetic","LIV","M","301","W (Thu)","19","@AVL Mon 12:00PM","0","0","2%","1120.71","1%","-0.1%"
"*02lo6*","Daniel Bentley","WOL","G","325","W (Thu)","30","CRY Sat 7:00AM","0","0","0%","1221.15","1%","-0.1%"
"*066nn*","Ben Doak","LIV","F","418","W (Thu)","18","@AVL Mon 12:00PM","0","0","1%","1131.76","1%","+0.1%"
"*062ce*","Auston Trusty","SHU","D","840","W (Thu)","25","@EVE Sat 7:00AM","0","0","1%","1123.45","1%","0%"
"*0645x*","Divin Mubama","WHU","F","663","W (Thu)","19","LUT Sat 7:00AM","0","0","3%","371.95","1%","0%"
"*068a0*","Andrey Santos","NOT","M","676","W (Thu)","20","CHE Sat 9:30AM","0","0","2%","392.85","1%","0%"
"*06ewu*","Willy Kambwala","MUN","D","568","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","1%","-0.1%"
"*02yhi*","Philippe Coutinho","AVL","M","390","W (Thu)","31","LIV Mon 12:00PM","0","0","10%","309.17","1%","0%"
"*062h8*","Moussa Niakhate","NOT","D","680","W (Thu)","28","CHE Sat 9:30AM","0","0","0%","1163.31","1%","+0.3%"
"*06few*","Youssef Ramalho Chermiti","EVE","F","749","W (Thu)","19","SHU Sat 7:00AM","0","0","0%","1187.6","1%","-0.9%"
"*06fxg*","Odysseas Vlachodimos","NOT","G","858","W (Thu)","30","CHE Sat 9:30AM","0","0","0%","-","1%","0%"
"*05w90*","Maxwel Cornet","WHU","M","387","W (Thu)","27","LUT Sat 7:00AM","0","0","2%","1092.75","1%","0%"
"*063w0*","Sergio Gomez","MCI","D","487","W (Thu)","23","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","2%","1089.83","1%","0%"
"*062p4*","Thomas Strakosha","BRF","G","811","W (Thu)","29","@BOU Sat 7:00AM","0","0","0%","1120.39","1%","0%"
"*06cmv*","Mads Andersen","LUT","D","287","W (Thu)","26","@WHU Sat 7:00AM","0","0","1%","1128.38","1%","0%"
"*04t95*","Oliver Skipp","TOT","M","801","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","0","0","1%","1113.45","1%","-0.1%"
"*061vk*","Jaidon Anthony","BOU","F","290","W (Thu)","24","BRF Sat 7:00AM","0","0","1%","1156.97","1%","-0.1%"
"*04ufy*","Matej Kovar","MUN","G","590","W (Thu)","23","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1114.6","1%","0%"
"*0637b*","Orel Mangala","NOT","M","619","W (Thu)","26","CHE Sat 9:30AM","0","0","0%","-","1%","-0.1%"
"*05u99*","Nuno Tavares","NOT","D","819","W (Thu)","24","CHE Sat 9:30AM","0","0","0%","1104.12","1%","0%"
"*064a1*","Boubacar Traore","WOL","M","834","W (Thu)","22","CRY Sat 7:00AM","0","0","0%","1152.2","1%","-0.1%"
"*06ezc*","Alejo Veliz","TOT","F","852","W (Thu)","20","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1129.7","1%","0%"
"*05ou8*","Facundo Pellistri","MUN","M","726","W (Thu)","22","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1140.26","1%","0%"
"*06fx0*","Altay Bayindir","MUN","G","315","W (Thu)","26","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","-","1%","0%"
"*052ce*","Vitezslav Jaros","LIV","G","558","W (Thu)","22","@AVL Mon 12:00PM","0","0","0%","1220.88","1%","0%"
"*06cro*","Omari Forson","MUN","M","459","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1074.6","1%","0%"
"*03dwz*","Tom Heaton","MUN","G","522","W (Thu)","38","ARS Sun 8:30AM NEW Wed12:00PM","0","0","1%","1111.01","1%","0%"
"*061xr*","Marquinhos","ARS","F","702","W (Thu)","21","@MUN Sun 8:30AM","0","0","0%","1100.2","1%","0%"
"*05vyc*","Aaron Ramsey","BUR","M","751","W (Thu)","21","@TOT Sat 7:00AM","0","0","0%","1175.45","1%","0%"
"*052cg*","Yasser Larouci","SHU","D","595","W (Thu)","23","@EVE Sat 7:00AM","0","0","0%","1149.9","1%","0%"
"*066r9*","Ehor Yarmolyuk","BRF","M","882","W (Thu)","20","@BOU Sat 7:00AM","0","0","0%","-","1%","0%"
"*068ys*","Naouirou Ahamada","CRY","M","272","W (Thu)","22","@WOL Sat 7:00AM","0","0","1%","1102.55","0%","0%"
"*063dz*","Luke Harris","FUL","M","514","W (Thu)","19","MCI Sat 4:30AM","0","0","0%","1078.2","0%","0%"
"*062ft*","Tyrell Malacia","MUN","D","617","W (Thu)","24","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1161.6","0%","0%"
"*068sf*","Maximo Perrone","MCI","M","730","W (Thu)","21","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","1%","1094.11","0%","0%"
"*06dwl*","Ionut Radu","BOU","G","747","W (Thu)","26","BRF Sat 7:00AM","0","0","0%","-","0%","0%"
"*037mv*","Pelly Ruddock","LUT","M","766","W (Thu)","30","@WHU Sat 7:00AM","0","0","0%","1144","0%","0%"
"*06c4j*","Ameen Al Dakhil","BUR","D","276","W (Thu)","22","@TOT Sat 7:00AM","0","0","0%","1122.4","0%","0%"
"*0435r*","Loris Karius","NEW","G","570","W (Thu)","30","BHA Sat 7:00AM @MUN Wed12:00PM","0","0","0%","1096.27","0%","0%"
"*05y9e*","Charlie Patino","ARS","M","721","W (Thu)","20","@MUN Sun 8:30AM","0","0","0%","1095.15","0%","-0.1%"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","748","W (Thu)","21","@WOL Sat 7:00AM","0","0","0%","1105.6","0%","0%"
"*06fwx*","Santiago Bueno","WOL","D","351","W (Thu)","25","CRY Sat 7:00AM","0","0","0%","-","0%","-0.1%"
"*0641g*","Cesare Casadei","CHE","M","366","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1152.21","0%","-0.1%"
"*06jgr*","Maxime Esteve","BUR","D","447","W (Thu)","21","@TOT Sat 7:00AM","0","0","0%","-","0%","0%"
"*03z3w*","Joe Rothwell","BOU","M","765","W (Thu)","29","BRF Sat 7:00AM","0","0","0%","1181.2","0%","0%"
"*04qfm*","Ryan Sessegnon","TOT","D","795","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1148.31","0%","-0.1%"
"*062ts*","Djed Spence","TOT","D","807","W (Thu)","23","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1169.02","0%","0%"
"*068yc*","Yasin Ayari","BHA","M","298","W (Thu)","20","@NEW Sat 7:00AM CHE Wed11:45AM","0","0","0%","1144.7","0%","0%"
"*05uog*","Lewis Dobbin","EVE","F","419","W (Thu)","21","SHU Sat 7:00AM","0","0","0%","1200.2","0%","0%"
"*066rn*","Daniel Gore","MUN","M","492","W (Thu)","19","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1100.6","0%","0%"
"*063zh*","Thilo Kehrer","WHU","D","572","W (Thu)","27","LUT Sat 7:00AM","0","0","0%","1149.2","0%","0%"
"*061vj*","Kieffer Moore","BOU","F","655","W (Thu)","31","BRF Sat 7:00AM","0","0","0%","1158.2","0%","0%"
"*065ao*","Ethan Nwaneri","ARS","M","686","W (Thu)","17","@MUN Sun 8:30AM","0","0","0%","-","0%","0%"
"*05nip*","Dane Scarlett","TOT","F","787","W (Thu)","20","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","1128.6","0%","0%"
"*06c4l*","Scott Twine","BUR","M","845","W (Thu)","24","@TOT Sat 7:00AM","0","0","1%","1116.82","0%","0%"
"*06fum*","Deivid Washington de Souza Eugenio","CHE","F","896","W (Thu)","18","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","-","0%","0%"
"*05trd*","Shandon Baptiste","BRF","M","309","W (Thu)","26","@BOU Sat 7:00AM","0","0","0%","1106.66","0%","-0.1%"
"*06dml*","Anis Ben Slimane","SHU","M","321","W (Thu)","23","@EVE Sat 7:00AM","0","0","1%","1125.49","0%","0%"
"*02ls8*","Marcus Bettinelli","CHE","G","328","W (Thu)","31","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1075.6","0%","0%"
"*05tz8*","Emmanuel Dennis","NOT","F","411","W (Thu)","26","CHE Sat 9:30AM","0","0","0%","1148.28","0%","0%"
"*062ck*","Malcolm Ebiowei","CRY","M","437","W (Thu)","20","@WOL Sat 7:00AM","0","0","0%","1084.14","0%","0%"
"*062z5*","Joseph Hodge","WOL","M","535","W (Thu)","21","CRY Sat 7:00AM","0","0","0%","1067.8","0%","0%"
"*05ue2*","Joe Hugill","MUN","F","543","W (Thu)","20","ARS Sun 8:30AM NEW Wed12:00PM","0","0","0%","1045.53","0%","0%"
"*06dpv*","Omari Kellyman","AVL","M","574","W (Thu)","18","LIV Mon 12:00PM","0","0","0%","1089.93","0%","0%"
"*05trt*","Andrew Omobamidele","NOT","D","703","W (Thu)","21","CHE Sat 9:30AM","0","0","0%","-","0%","0%"
"*05lfs*","Zack Steffen","MCI","G","810","W (Thu)","29","@FUL Sat 4:30AM @TOT Tue12:00PM","0","0","0%","1070.7","0%","0%"
"*06fy5*","Mike Tresor","BUR","F","837","W (Thu)","24","@TOT Sat 7:00AM","0","0","0%","-","0%","0%"
"*03bmf*","Cauley Woodrow","LUT","F","877","W (Thu)","29","@WHU Sat 7:00AM","0","0","0%","1129.13","0%","0%"
"*062p2*","Bobby Clark","LIV","M","381","W (Thu)","19","@AVL Mon 12:00PM","0","0","0%","1181.2","0%","0%"
"*048xg*","Josh Dasilva","BRF","M","406","W (Thu)","25","@BOU Sat 7:00AM","0","0","1%","1143.14","0%","-0.1%"
"*061vb*","James Hill","BOU","D","530","W (Thu)","22","BRF Sat 7:00AM","0","0","0%","1044.65","0%","0%"
"*05t6x*","William Osula","SHU","F","714","W (Thu)","20","@EVE Sat 7:00AM","0","0","0%","1296.6","0%","0%"
"*05rff*","Jaden Philogene-Bidace","AVL","M","735","W (Thu)","22","LIV Mon 12:00PM","0","0","2%","1105.42","0%","0%"
"*06cly*","Enock Agyei","BUR","F","271","W (Thu)","19","@TOT Sat 7:00AM","0","0","0%","1029.03","0%","0%"
"*05uhm*","Lucas Bergstrom","CHE","G","326","W (Thu)","21","@NOT Sat 9:30AM @BHA Wed11:45AM","0","0","0%","1095.6","0%","0%"
"*06c6l*","Ismaila Coulibaly","SHU","M","389","W (Thu)","23","@EVE Sat 7:00AM","0","0","0%","1062.13","0%","0%"
"*066t3*","Jamie Donley","TOT","F","423","W (Thu)","19","BUR Sat 7:00AM MCI Tue12:00PM","0","0","0%","-","0%","0%"
"*06c4h*","Hjalmar Ekdal","BUR","D","441","W (Thu)","25","@TOT Sat 7:00AM","0","0","1%","1136.48","0%","0%"
